Player,Weight (kg),Height (cm),Birthday,Year Turned Pro,Right-Left-Handed,Two-One-Backhanded,Matches,Wins,Losses,Winning Ratio,Ace (%),Double Fault (%),1st Serve In (%),1st Serve Win (%),2nd Serve Win (%),Total Points Win (%),Return Points Win (%),Dominant Rate
Maxime Hamou,75.0,185.0,1995-06-08,,1,1,461,271,190,0.5878524945770065,3.822680412371133,3.579381443298969,62.581443298969056,64.07319587628868,48.343298969072166,47.09587628865979,35.52886597938146,0.9137113402061857
Matias Franco Descotte,87.0,191.0,1994-08-29,,1,1,492,268,224,0.5447154471544715,4.108641975308641,3.3777777777777773,60.51481481481481,68.37777777777778,47.78024691358024,48.71851851851852,37.12222222222224,1.0348148148148146
Juan Pablo Ficovich,78.0,191.0,1997-01-24,2015,1,1,471,262,209,0.5562632696390658,5.702790697674421,3.1441860465116296,60.95162790697672,68.47209302325582,51.30697674418601,50.41116279069764,39.37720930232558,1.1157209302325577
Lleyton Hewitt,77.0,178.0,1981-02-24,1998,1,1,919,638,281,0.6942328618063112,7.986413708690344,4.4227662178702625,53.929375764993864,74.39106487148103,53.70036719706246,53.06731946144423,41.91468788249695,1.2832558139534895
Roman Safiullin,75.0,185.0,1997-08-07,2015,1,1,471,318,153,0.6751592356687898,7.858964143426296,4.693625498007962,63.62669322709166,71.15816733067729,50.60756972111553,51.30515873015873,39.219444444444406,1.148650793650793
Enzo Couacaud,78.0,183.0,1995-03-01,2013,1,1,472,286,186,0.6059322033898306,8.42035714285714,4.179285714285714,54.87071428571426,72.77285714285715,49.98071428571427,50.94785714285716,39.91071428571429,1.164214285714286
Nicolas Almagro,86.0,183.0,1985-08-21,2003,1,0,914,561,353,0.6137855579868708,10.725615050651228,3.211287988422576,57.86382054992765,75.29059334298115,53.287409551374836,51.442402315484756,37.448769898697506,1.202040520984081
Viktor Durasovic,80.0,185.0,1997-03-19,2016,1,1,484,259,225,0.5351239669421488,7.048223350253811,4.291370558375633,58.94873096446706,70.38274111675126,52.04771573604059,49.43502538071066,36.10456852791879,1.04751269035533
Tallon Griekspoor,85.0,188.0,1996-07-02,2015,1,1,469,293,176,0.6247334754797441,6.98339483394834,3.644649446494465,63.397785977859776,71.08191881918816,51.45719557195571,50.876752767527684,37.77084870848711,1.1017712177121772
Daniel Altmaier,80.0,188.0,1998-09-12,2014,1,0,474,290,184,0.6118143459915611,8.12222222222222,3.2781746031746026,60.453968253968206,71.94007936507933,49.61547619047621,50.70396825396827,38.445238095238096,1.118531746031746
N Vijay Sundar Prashanth,75.0,178.0,1986-10-27,,1,1,457,240,217,0.5251641137855579,6.563095238095239,4.821428571428571,57.549999999999976,69.52142857142856,48.88452380952381,48.18333333333334,35.25595238095238,1.0092857142857143
Hubert Hurkacz,81.0,196.0,1997-02-11,2015,1,1,475,293,182,0.6168421052631579,10.587532467532466,4.107532467532469,63.219740259740284,74.31740259740265,51.72623376623371,51.81142857142858,37.68311688311689,1.2028311688311693
Matias Zukas,72.0,183.0,1996-05-04,,1,1,474,276,198,0.5822784810126582,5.382812499999998,3.6671874999999994,55.00625,68.22968749999998,50.07968750000001,48.80156249999999,37.52031249999998,1.03828125
Taylor Fritz,86.0,196.0,1997-10-28,2015,1,1,480,288,192,0.6,11.824429223744303,3.1506849315068495,58.98744292237442,76.3141552511416,52.38721461187208,51.56826484018264,36.806849315068476,1.1899543378995434
Nicolas Massu,80.0,183.0,1979-10-10,1997,1,1,860,469,391,0.5453488372093023,5.578682170542643,4.283139534883717,58.82189922480615,69.10872093023248,49.57592233009703,49.350968992248106,37.56085271317829,1.051007751937985
Jeremy Jahn,73.0,178.0,1990-04-05,,1,0,471,261,210,0.554140127388535,4.547530864197532,4.809876543209877,57.68765432098764,68.60987654320988,49.80432098765431,49.93827160493827,38.89876543209878,1.0811111111111111
Nerman Fatic,88.0,191.0,1994-10-24,2014,1,1,475,273,202,0.5747368421052632,5.587962962962964,4.214814814814817,63.91296296296296,66.7435185185185,48.44074074074073,50.156481481481485,40.16574074074073,1.1077777777777773
Stefan Kozlov,79.0,183.0,1998-02-01,2013,1,1,470,257,213,0.5468085106382978,4.340548780487807,5.926829268292679,60.38963414634143,66.65579268292687,48.15792682926828,49.76341463414633,40.49939024390241,1.0833536585365866
Flavio Cipolla,74.0,173.0,1983-10-20,2003,1,0,897,471,426,0.5250836120401338,1.4401985111662536,4.346153846153844,70.50694789081882,61.648635235732016,47.6189054726368,49.680893300248115,42.143424317617885,1.0816129032258066
Bjorn Phau,70.0,175.0,1979-10-04,1999,1,0,863,447,416,0.5179606025492468,5.445750000000001,5.0577499999999995,53.65725000000002,69.35225,50.450000000000024,49.57299999999999,38.586,1.0834249999999996
Mariano Kestelboim,78.0,185.0,1996-02-06,,1,1,463,265,198,0.572354211663067,1.4307692307692306,3.91025641025641,67.52307692307694,59.5051282051282,43.333333333333336,49.0076923076923,43.74871794871794,1.0866666666666667
Daniel Munoz de la Nava,75.0,175.0,1982-01-29,1999,0,1,899,498,401,0.5539488320355951,4.658056872037913,4.249526066350709,56.83009478672986,70.35331753554507,51.600236966824625,51.25805687203792,40.769431279620875,1.18196682464455
Arnaud Clement,74.0,173.0,1977-12-17,1996,1,1,893,461,432,0.5162374020156775,6.488970588235293,3.5198529411764685,56.81852941176477,70.89808823529405,50.63264705882354,50.131911764705855,37.956176470588176,1.0882647058823538
Wayne Ferreira,91.0,185.0,1971-09-15,1989,1,1,895,544,351,0.6078212290502794,8.749546044098572,3.604280155642031,55.14539559014269,74.1853437094682,50.57808041504545,50.97551813471499,38.48860103626946,1.1339507772020723
Janko Tipsarevic,80.0,180.0,1984-06-22,2002,1,1,890,521,369,0.5853932584269663,8.786703096539169,3.3431693989071043,56.0078324225865,74.21821493624763,52.200910746812376,50.66775956284152,37.12841530054643,1.1450455373406192
Casper Ruud,77.0,183.0,1998-12-22,2015,1,1,473,299,174,0.6321353065539113,6.1937984496124034,3.110077519379843,64.72558139534887,71.78604651162784,54.1,51.832041343669225,38.005426356589126,1.222428940568476
Lucas Catarina,80.0,185.0,1996-08-26,2015,1,1,456,260,196,0.5701754385964912,3.5720588235294133,4.219117647058824,58.01029411764704,64.08970588235294,50.35588235294116,48.18676470588234,37.945588235294125,1.0038235294117648
Corentin Denolly,79.0,188.0,1997-06-06,2015,0,1,471,287,184,0.6093418259023354,5.098666666666667,4.56,63.162666666666674,65.16266666666668,45.74266666666667,47.994666666666674,37.150666666666666,0.9702666666666664
Ivan Navarro,86.0,183.0,1981-10-19,2001,1,0,869,454,415,0.522439585730725,8.437547892720307,3.954406130268198,61.9616858237548,71.76168582375475,50.29885057471264,48.9919540229885,34.44521072796935,1.021762452107279
Ivan Ljubicic,92.0,193.0,1979-03-19,1998,1,0,870,520,350,0.5977011494252874,15.035250737463118,3.1299410029498524,58.50988200589969,77.68067846607671,52.40280235988204,51.16961651917403,35.13264401772527,1.1700589970501474
Cristian Rodriguez,78.0,180.0,1990-06-24,,1,1,444,235,209,0.5292792792792793,6.049107142857141,3.8026785714285722,58.69196428571427,70.83660714285712,53.572321428571435,50.304464285714296,37.07499999999999,1.1539285714285712
Vit Kopriva,69.0,178.0,1997-06-15,2015,1,1,454,266,188,0.5859030837004405,4.117801047120421,4.131937172774868,59.059685863874364,65.0539267015707,49.00261780104712,50.263874345549695,42.158115183246075,1.083141361256544
Ernesto Escobedo,82.0,185.0,1996-07-04,2014,1,1,456,252,204,0.5526315789473685,8.673816155988856,3.9077994428969345,59.77715877437323,73.10306406685235,53.226740947075186,50.6451253481894,35.68662952646238,1.1407520891364897
Ruan Roelofse,93.0,188.0,1989-11-18,2010,1,1,440,236,204,0.5363636363636364,10.097478991596635,4.757142857142856,61.020168067226905,74.5142857142857,52.024369747899165,49.911764705882376,34.452100840336136,1.1384873949579835
Florian Mayer,82.0,191.0,1983-10-05,2001,1,1,874,493,381,0.5640732265446224,5.839478260869569,2.4688695652173913,61.295130434782614,69.75773913043477,51.27704347826083,50.209391304347854,38.07269565217393,1.1484521739130424
Marco Chiudinelli,85.0,185.0,1981-09-10,2000,1,1,829,456,373,0.5500603136308806,5.39201995012469,3.146882793017457,60.03740648379053,70.0725685785536,52.75885286783042,50.087780548628466,36.86209476309224,1.1211221945137155
Cameron Norrie,82.0,188.0,1995-08-23,2017,0,1,458,282,176,0.6157205240174672,6.081538461538455,4.138717948717949,64.59897435897443,70.19435897435896,50.83025641025645,51.36538461538463,39.44615384615384,1.162717948717948
Franco Agamenone,80.0,191.0,1993-04-15,2010,1,1,461,256,205,0.5553145336225597,2.4116788321167895,5.000000000000002,66.75985401459855,64.6102189781022,45.27737226277375,50.274452554744514,42.256934306569335,1.0700729927007293
Jan Choinski,88.0,196.0,1996-06-10,,1,1,471,283,188,0.6008492569002123,4.408695652173914,2.718633540372672,63.40434782608695,66.06397515527954,50.45590062111804,49.54658385093168,38.665838509316785,1.0647204968944106
Edouard Roger Vasselin,78.0,185.0,1983-11-28,2002,1,1,876,474,402,0.541095890410959,5.925419664268577,2.9119904076738634,64.68321342925664,71.4717026378897,51.77553956834528,51.29304556354916,38.383932853717056,1.1886330935251797
Jonas Bjorkman,83.0,183.0,1972-03-23,1991,1,1,875,482,393,0.5508571428571428,5.534383561643841,4.354520547945204,57.077123287671235,70.8105479452055,49.69904109589046,50.6109589041096,39.77999999999998,1.1248630136986297
Jelle Sels,83.0,188.0,1995-08-10,,1,0,470,256,214,0.5446808510638298,6.955837563451778,3.388832487309645,57.88680203045685,69.70406091370558,49.87397959183673,49.99035532994924,37.93520408163266,1.0614213197969542
Victor Hanescu,88.0,198.0,1981-07-21,2000,1,0,865,466,399,0.5387283236994219,6.229549549549552,1.908288288288289,69.45405405405415,70.23855855855858,51.53212996389893,50.64972972972975,36.71585585585586,1.1396756756756763
Jan Hernych,83.0,188.0,1979-07-07,1998,1,1,851,470,381,0.5522914218566393,5.1176470588235325,3.210117647058823,63.744705882352925,67.85188679245283,51.104,49.82941176470584,37.923820754717006,1.0809176470588246
Marc Polmans,78.0,188.0,1997-05-02,2015,1,1,446,241,205,0.5403587443946188,4.202135231316724,4.522419928825621,64.38825622775808,66.93167259786486,49.54128113879002,49.98434163701068,39.35195729537366,1.07153024911032
Juan Carlos Ferrero,73.0,183.0,1980-02-12,1998,1,1,845,550,295,0.650887573964497,5.218750000000004,2.7890624999999964,64.06775568181821,69.66008522727276,54.711505681818196,51.82102272727275,40.06093749999997,1.201832386363636
Florent Serra,78.0,180.0,1981-02-28,2000,1,1,844,435,409,0.5154028436018957,4.859071729957806,2.5894514767932497,60.73649789029537,68.47341772151901,50.6466244725738,49.439240506329085,36.873417721519,1.036729957805907
Oscar Jose Gutierrez,67.0,170.0,1993-04-25,,1,1,453,247,206,0.5452538631346578,2.6010416666666685,4.923958333333335,61.98437500000002,61.99166666666665,48.37916666666664,48.68020833333333,40.28020833333334,1.0069791666666663
Simone Bolelli,83.0,183.0,1985-10-08,2003,1,0,868,495,373,0.5702764976958525,4.934054054054051,1.7994594594594584,66.32684684684686,69.96000000000004,54.32900900900898,50.37333333333335,36.20612612612608,1.1253693693693707
Joao Souza,92.0,193.0,1988-05-27,2006,1,1,867,483,384,0.5570934256055363,8.687364620938633,3.373646209386279,62.20324909747296,73.36588447653432,52.77707581227439,51.329422382671446,37.73321299638985,1.2174007220216605
David Pichler,72.0,178.0,1996-02-19,,1,1,465,259,206,0.556989247311828,5.795000000000002,3.85,56.21500000000001,69.29250000000002,50.614999999999995,49.59,37.822500000000005,1.1060000000000003
Edoardo Eremin,88.0,185.0,1993-10-05,,1,1,434,250,184,0.576036866359447,8.295698924731184,4.591397849462366,53.27526881720431,72.99462365591398,51.593548387096774,50.90537634408604,39.01935483870969,1.1932258064516124
Yannick Hanfmann,86.0,193.0,1991-11-13,2015,1,1,448,262,186,0.5848214285714286,7.018902439024388,3.4350609756097548,62.49664634146343,71.48719512195117,53.00091463414636,51.59908536585369,39.46615853658536,1.2331097560975601
Dmitry Tursunov,82.0,185.0,1982-12-12,2000,1,1,865,502,363,0.5803468208092486,9.198689138576778,4.519662921348315,57.93071161048688,73.53426966292133,51.267602996254666,50.3610486891386,36.25636704119852,1.0773033707865163
Stefano Galvani,73.0,175.0,1977-06-03,1999,1,1,825,453,372,0.5490909090909091,3.080916030534349,4.662595419847332,60.88625954198474,64.09847328244273,48.454961832061066,48.833587786259564,39.47557251908396,0.9977862595419847
Mikhail Fufygin,81.0,188.0,1990-05-13,,0,1,432,209,223,0.4837962962962963,4.35,6.125,64.48333333333333,60.84166666666667,41.83333333333333,45.51666666666666,36.68333333333334,0.8341666666666668
Nicolas Barrientos,75.0,175.0,1987-04-24,2009,1,1,436,234,202,0.536697247706422,3.2626168224299064,5.584579439252334,65.98457943925234,65.35607476635515,48.66121495327103,49.1747663551402,38.32757009345796,1.0236915887850462
David Poljak,77.0,188.0,1996-05-17,,1,1,447,239,208,0.5346756152125279,6.65113636363636,4.5636363636363635,59.35227272727274,67.3,46.81250000000001,48.457954545454534,37.394318181818186,0.9631818181818184
Juan Ignacio Chela,75.0,191.0,1979-08-30,1998,1,1,850,505,345,0.5941176470588235,4.077530017152659,3.83379073756432,60.47066895368776,68.41114922813038,50.64742268041234,50.92590051457973,40.779759862778725,1.139571183533447
Alexander Zhurbin,78.0,178.0,1992-01-14,,0,1,429,212,217,0.49417249417249415,4.320253164556961,4.21012658227848,62.908860759493685,62.697468354430384,47.29873417721521,47.655696202531644,38.30506329113925,0.9978481012658228
Andy Roddick,88.0,188.0,1982-08-30,2000,1,1,857,635,222,0.7409568261376897,15.867529107373873,2.6848641655886154,64.70931435963777,79.74437257438548,57.06093143596388,53.56817593790423,36.48292367399737,1.4264941785252283
Fernando Vicente,76.0,180.0,1977-03-08,1996,1,0,849,423,426,0.49823321554770317,3.815322580645159,3.51317204301075,59.6072580645161,66.1508064516129,48.70134408602145,48.9266129032258,38.72016129032257,1.0122043010752693
Sadio Doumbia,80.0,183.0,1990-09-12,,1,0,428,234,194,0.5467289719626168,4.489772727272728,5.501136363636362,65.41818181818184,66.47159090909096,48.85340909090908,49.4096590909091,38.390909090909105,1.0965909090909085
Alex Calatrava,82.0,191.0,1973-06-14,1993,1,0,844,460,384,0.5450236966824644,8.029999999999998,2.7147058823529417,59.31000000000002,70.7029411764706,48.160000000000025,48.72941176470588,35.422941176470616,0.9948823529411758
Jiri Vanek,86.0,185.0,1978-04-24,1995,1,1,831,444,387,0.5342960288808665,7.179512195121952,3.6604878048780476,58.9312195121951,68.34292682926827,44.65268292682929,47.14341463414634,34.96390243902439,0.9033170731707312
Marcos Baghdatis,82.0,178.0,1985-06-17,2003,1,1,852,510,342,0.5985915492957746,9.449777117384846,4.190490341753345,53.346953937592836,75.23610698365522,52.11322436849922,51.00133729569098,37.970282317979226,1.1511292719167912
Davide Sanguinetti,79.0,188.0,1972-08-25,1993,1,1,828,430,398,0.5193236714975845,6.854123711340208,3.150257731958761,56.172680412371086,69.88530927835053,47.63195876288656,48.59510309278352,37.089948453608244,0.9928865979381439
Albert Portas,78.0,188.0,1973-11-15,1994,1,1,830,456,374,0.5493975903614458,5.5544642857142845,4.794642857142853,56.90119047619043,68.0488095238095,46.88303571428568,48.497023809523824,38.08839285714287,0.9838988095238088
Bradley Klahn,75.0,183.0,1990-08-20,2012,0,1,421,236,185,0.5605700712589073,8.380327868852458,4.5084699453551895,63.12131147540983,73.31147540983606,52.9270491803279,50.84398907103821,36.038797814207655,1.1566120218579232
Michael Geerts,72.0,178.0,1995-01-17,,1,1,436,244,192,0.5596330275229358,6.799166666666666,3.8358333333333334,58.22083333333333,71.92000000000003,50.63083333333331,50.12166666666669,37.07666666666667,1.1064999999999998
Duje Kekez,82.0,183.0,1993-03-30,,1,1,432,217,215,0.5023148148148148,4.361111111111111,4.98888888888889,62.361111111111114,63.166666666666664,46.62222222222222,46.13333333333333,34.0,0.841111111111111
Hugo Nys,78.0,185.0,1991-02-16,2010,1,0,424,237,187,0.5589622641509434,7.857258064516128,3.921774193548388,56.03548387096773,70.93548387096779,47.68870967741937,49.566935483870964,37.777419354838706,1.031854838709677
Rohan Bopanna,84.0,193.0,1980-03-04,2003,1,0,418,222,196,0.5311004784688995,14.041463414634142,5.343902439024389,57.42926829268291,78.48780487804878,49.80731707317074,48.16829268292684,29.77560975609755,0.984634146341463
Pablo Vivero Gonzalez,80.0,193.0,1995-04-26,,1,1,423,271,152,0.640661938534279,5.5550000000000015,8.459999999999999,57.089999999999996,67.69,44.46,47.365,36.265,0.9075
Marko Tepavac,90.0,193.0,1994-04-05,,1,1,421,273,148,0.6484560570071259,11.594871794871795,5.003846153846153,61.80256410256412,71.5076923076923,49.97692307692307,49.29871794871794,35.187179487179506,1.0771794871794873
David Vega Hernandez,78.0,188.0,1994-06-23,,1,1,419,221,198,0.5274463007159904,3.976190476190477,4.852380952380953,62.26825396825397,64.51904761904761,47.39193548387096,49.07777777777779,40.368253968253974,1.0838095238095238
Gianluigi Quinzi,84.0,191.0,1996-02-01,2010,0,1,415,250,165,0.6024096385542169,3.875,3.5208333333333317,60.647222222222226,67.65787037037039,51.27083333333332,50.764351851851835,40.93657407407405,1.132361111111111
Dennis Novikov,91.0,193.0,1993-11-06,2013,1,1,417,204,213,0.4892086330935252,10.051550387596889,4.997286821705424,57.59534883720932,72.16162790697676,49.79767441860469,48.87364341085272,34.610852713178296,1.0066279069767434
Younes El Aynaoui,86.0,193.0,1971-09-12,1990,1,1,824,489,335,0.5934466019417476,8.785011185682329,3.9194630872483254,61.675391498881375,72.71767337807601,50.43020134228186,50.16107382550342,36.248322147651,1.0974496644295306
Alex Corretja,73.0,180.0,1974-04-11,1991,1,0,833,509,324,0.6110444177671068,4.799279538904905,2.9693083573486976,57.10547550432271,70.02391930835728,52.46210374639769,51.506916426512944,40.85489913544663,1.1668443804034567
