Player,Weight (kg),Height (cm),Birthday,Year Turned Pro,Right-Left-Handed,Two-One-Backhanded,Matches,Wins,Losses,Winning Ratio,Ace (%),Double Fault (%),1st Serve In (%),1st Serve Win (%),2nd Serve Win (%),Total Points Win (%),Return Points Win (%),Dominant Rate
Bogdan Bobrov,74.0,185.0,1997-09-16,,1,0,377,197,180,0.5225464190981433,4.78,2.964,59.13733333333332,66.90133333333333,48.62666666666666,48.74133333333335,37.893333333333345,1.0464000000000002
Luis Patino,78.0,183.0,1993-10-06,,1,1,354,140,214,0.3954802259887006,4.224285714285714,5.120000000000002,57.84428571428571,61.84428571428573,44.30857142857142,44.392857142857125,33.51571428571429,0.775
Eric Prodon,76.0,180.0,1981-06-27,2000,1,0,691,434,257,0.6280752532561505,5.6841059602649,3.2609271523178798,58.780132450331095,69.84900662251658,51.30728476821194,51.0139072847682,39.53708609271525,1.1488079470198678
Sebastien Grosjean,73.0,175.0,1978-05-29,1996,1,1,703,410,293,0.5832147937411095,7.0915467625899336,2.106294964028776,55.75323741007192,72.72895683453237,52.876079136690706,51.67266187050361,39.77212230215828,1.196025179856117
Noah Rubin,70.0,175.0,1996-02-21,2015,1,1,347,188,159,0.5417867435158501,5.207851239669417,4.383057851239666,59.68057851239669,67.87851239669422,50.845454545454544,49.5,37.83512396694213,1.0541322314049588
Gustavo Kuerten,83.0,191.0,1976-09-10,1995,1,0,705,449,256,0.6368794326241135,10.732806324110667,3.047628458498025,54.55118577075096,76.48656126482219,52.13458498023715,51.66126482213441,38.20217391304342,1.198320158102766
Pawel Cias,70.0,178.0,1994-02-22,,1,1,355,199,156,0.5605633802816902,4.757894736842105,4.126315789473684,46.87894736842105,65.69210526315791,49.150000000000006,47.702631578947376,38.5921052631579,1.0484210526315791
Fernando Gonzalez,82.0,183.0,1980-07-29,1999,1,0,687,432,255,0.62882096069869,8.554646840148703,5.076208178438656,61.03736059479551,74.53940520446099,52.28643122676577,51.38345724907065,37.15148698884753,1.1668029739776953
Max Purcell,80.0,185.0,1998-04-03,2016,1,1,360,201,159,0.5583333333333333,9.179715302491104,2.999288256227756,59.01032028469756,71.75338078291821,49.923487544483976,49.803202846975125,37.281850533807805,1.133309608540925
Lenny Hampel,78.0,188.0,1996-12-24,,1,0,348,202,146,0.5804597701149425,5.838983050847453,4.527118644067796,53.96101694915256,70.29661016949153,49.47796610169491,49.52372881355931,37.816949152542385,1.0638983050847455
Harri Heliovaara,82.0,188.0,1989-06-04,2008,1,1,351,191,160,0.5441595441595442,6.29855072463768,3.6471014492753633,60.975362318840595,67.54420289855075,48.8086956521739,48.565942028985525,36.63260869565219,1.0163768115942031
Boris Pashanski,78.0,178.0,1982-11-03,2001,1,1,695,386,309,0.5553956834532374,3.5829999999999984,4.759500000000002,56.62550000000002,67.87400000000001,49.23750000000001,48.232000000000006,36.26199999999999,0.9817999999999998
Nicolas Kiefer,80.0,183.0,1977-07-05,1995,1,1,701,395,306,0.5634807417974322,9.083554817275749,4.9475083056478395,52.89966777408637,75.07873754152826,49.855980066445156,51.033996683250386,38.7109452736318,1.1495024875621889
Yunseong Chung,78.0,178.0,1998-03-27,2017,1,1,370,210,160,0.5675675675675675,5.626499999999998,3.514000000000001,60.142999999999994,70.72700000000003,52.05000000000002,51.21200000000001,39.75800000000001,1.1780999999999997
Joao Menezes,84.0,185.0,1996-12-17,2014,1,1,345,188,157,0.5449275362318841,4.7102702702702715,2.896216216216216,66.53027027027028,66.23135135135135,52.6951351351351,50.35675675675676,39.382702702702694,1.1383783783783783
Marek Gengel,80.0,185.0,1995-09-17,,1,1,374,200,174,0.5347593582887701,7.083516483516482,4.1692307692307695,61.923076923076934,67.0263736263736,46.701098901098916,48.50659340659343,37.982417582417575,1.0357142857142858
Danylo Kalenichenko,78.0,188.0,1994-02-02,,1,1,349,176,173,0.504297994269341,6.504444444444444,3.9844444444444442,61.39555555555557,69.75555555555553,48.78444444444444,49.07555555555556,36.63111111111111,1.0457777777777781
Jay Clarke,83.0,183.0,1998-07-27,2016,1,1,355,189,166,0.532394366197183,4.969999999999996,3.9786956521739123,56.23347826086963,68.01260869565215,50.231441048034924,49.09739130434781,37.85434782608695,1.0233913043478264
Skander Mansouri,86.0,193.0,1995-07-23,,1,1,378,231,147,0.6111111111111112,9.562650602409635,7.1253012048192765,59.14939759036144,72.27951807228916,45.214457831325284,48.24096385542169,34.9289156626506,0.9701204819277113
Marinko Matosevic,86.0,193.0,1985-08-08,2003,1,1,693,398,295,0.5743145743145743,6.3787746170678306,3.9032822757111587,60.21750547045952,70.362363238512,51.23413566739601,51.3398249452954,39.998468271334794,1.1671772428884024
Javier Barranco Cosano,70.0,178.0,1998-11-17,,0,1,372,214,158,0.5752688172043011,3.1426086956521733,4.374782608695653,64.64521739130433,64.35217391304352,47.671304347826094,49.430434782608714,40.621739130434776,1.0411304347826082
Kevin King,86.0,191.0,1991-02-28,2013,0,1,347,192,155,0.553314121037464,8.239234449760762,5.947368421052628,62.81004784688992,70.87751196172252,46.63779904306218,49.964114832535905,37.95454545454546,1.0743540669856457
Alejandro Davidovich Fokina,80.0,183.0,1999-06-05,2017,1,1,347,201,146,0.579250720461095,3.3030303030303068,3.681060606060605,66.02803030303028,66.58068181818183,50.995454545454535,51.19886363636362,41.27424242424244,1.1540530303030296
Miliaan Niesten,65.0,183.0,1988-06-27,2008,0,1,345,193,152,0.5594202898550724,1.4631578947368422,3.82280701754386,65.57719298245614,60.889473684210536,46.907017543859645,49.62631578947367,42.84561403508772,1.0687719298245617
Wayne Odesnik,77.0,180.0,1985-11-21,2004,0,1,688,403,285,0.5857558139534884,5.563513513513511,3.719594594594594,62.312499999999986,68.73817567567569,52.068243243243266,50.93783783783782,39.38513513513514,1.129797297297297
Ramon Delgado,80.0,183.0,1976-11-14,1995,1,1,668,379,289,0.5673652694610778,8.163849765258215,3.710328638497651,60.5173708920188,68.93896713615024,49.374647887323974,48.72289719626166,36.050000000000026,0.9844859813084108
Johannes Haerteis,90.0,196.0,1996-02-22,,0,1,356,173,183,0.4859550561797753,5.904729729729728,6.670945945945944,60.92770270270271,68.93986486486484,45.557823129251716,48.452027027027036,36.94256756756756,1.0325000000000004
Martin Alund,80.0,183.0,1985-12-26,,1,0,689,403,286,0.5849056603773585,4.518217054263563,3.9158914728682155,60.001162790697684,68.55542635658912,51.87015503875969,50.468992248062,39.24341085271319,1.1298449612403092
Agustin Calleri,86.0,183.0,1976-09-14,1995,1,0,684,406,278,0.5935672514619883,9.406824146981632,4.4139107611548525,55.49343832020998,75.28713910761152,50.388188976377926,51.166666666666636,38.61259842519683,1.1726246719160105
Christian Harrison,77.0,180.0,1994-05-29,2007,1,1,343,196,147,0.5714285714285714,6.495287958115183,3.7816753926701576,61.4811518324607,67.7523560209424,50.01361256544503,49.96596858638745,39.10994764397906,1.0678534031413613
Alexander Ritschard,82.0,193.0,1994-03-24,2018,1,1,360,195,165,0.5416666666666666,6.163687150837989,4.735195530726257,58.774860335195555,69.10335195530725,48.90502793296089,50.343575418994426,39.90111731843576,1.0795530726256983
David Nalbandian,79.0,180.0,1982-01-01,2000,1,1,683,451,232,0.6603221083455344,4.863786764705884,4.030147058823528,58.80661764705881,70.14650735294121,53.009742647058836,52.14356617647058,41.49246323529408,1.2136213235294104
Sjeng Schalken,82.0,193.0,1976-09-08,1994,1,0,683,370,313,0.541727672035139,4.9026515151515095,4.373484848484847,62.30075757575758,69.35681818181816,51.08598484848484,50.32518939393943,38.612689393939384,1.1084090909090905
Todd Martin,91.0,198.0,1970-07-08,1990,1,1,685,438,247,0.6394160583941606,11.24331103678931,3.7719063545150484,61.47725752508363,75.79214046822749,52.04698996655519,52.20484949832776,38.1553511705685,1.2263377926421408
Andrea Vavassori,80.0,191.0,1995-05-05,2014,1,0,359,195,164,0.5431754874651811,6.579024390243902,6.017073170731706,61.985365853658564,70.48097560975609,49.08292682926827,50.44926829268291,38.523414634146334,1.1421463414634139
Thiemo de Bakker,83.0,193.0,1988-09-19,,1,1,684,410,274,0.5994152046783626,9.998518518518514,2.290370370370371,59.90617283950619,73.2217283950617,50.80839506172842,50.3392592592593,36.61707920792078,1.130592592592593
Alexei Popyrin,78.0,196.0,1999-08-05,2017,1,1,341,183,158,0.5366568914956011,9.742229729729733,4.710135135135136,59.264527027027036,73.86813559322039,50.5800675675676,50.21959459459461,35.703040540540535,1.0792905405405413
Marc Andrea Huesler,86.0,196.0,1996-06-24,2016,0,1,362,194,168,0.5359116022099447,10.975918367346948,4.159183673469385,57.753469387755096,75.16040816326526,53.24775510204085,50.6289795918367,35.66244897959186,1.1431428571428581
Alex Molcan,73.0,178.0,1997-12-01,2015,0,1,350,215,135,0.6142857142857143,4.08860759493671,3.9784810126582273,62.9464135021097,66.95949367088605,52.31772151898735,51.624050632911406,41.9379746835443,1.1722784810126583
Camilo Ugo Carabelli,83.0,185.0,1999-06-17,2016,1,1,360,221,139,0.6138888888888889,2.8554216867469893,3.3566265060240967,60.84518072289157,66.93614457831323,51.4987951807229,51.31987951807231,42.08554216867468,1.1635542168674702
Zhizhen Zhang,87.0,193.0,1996-10-16,2012,1,1,362,187,175,0.5165745856353591,8.248945147679317,2.9008438818565376,61.47679324894512,70.71392405063293,49.83502109704637,49.997046413502076,37.673839662447286,1.095949367088608
Paul Capdeville,78.0,191.0,1983-04-02,2002,1,1,651,360,291,0.5529953917050692,5.123547400611618,3.9082568807339464,61.166666666666664,67.92874617737004,49.4972392638037,49.93719512195121,39.2795731707317,1.1015548780487803
Alberto Berasategui,66.0,173.0,1973-06-28,1991,1,0,661,406,255,0.6142208774583964,2.242521367521368,3.615170940170939,73.40491452991454,63.81410256410259,49.73290598290593,51.05277777777781,42.27307692307693,1.1339102564102561
Clement Geens,70.0,178.0,1996-03-11,,1,1,338,204,134,0.6035502958579881,5.950819672131148,5.911475409836066,57.77213114754099,65.52295081967212,44.2639344262295,47.98852459016394,39.19508196721312,1.018360655737705
Mark Woodforde,88.0,188.0,1965-09-23,1984,0,1,676,346,330,0.5118343195266272,5.980093676814984,4.480093676814988,57.27423887587818,71.32833723653398,49.70444964871196,50.28243559718971,38.80983606557377,1.0959718969555032
Hans Podlipnik Castillo,78.0,183.0,1988-01-09,2005,1,0,666,399,267,0.5990990990990991,3.1710982658959526,3.43757225433526,60.87861271676303,66.2757225433526,50.51502890173412,48.65317919075144,36.978612716762996,1.0753179190751445
Igor Andreev,80.0,185.0,1983-07-14,2002,1,1,663,365,298,0.55052790346908,6.151229508196721,3.3563524590163945,62.375409836065586,70.84405737704918,52.796106557377094,50.33893442622952,36.98709016393442,1.1220081967213116
Juan Albert Viloca Puig,76.0,185.0,1973-01-17,1992,1,0,628,324,304,0.5159235668789809,4.154330708661418,3.77795275590551,60.122047244094475,67.94960629921263,48.145669291338585,48.29527559055114,36.60472440944883,0.9818110236220471
Ivan Dodig,81.0,183.0,1985-01-02,2004,1,1,673,366,307,0.5438335809806835,11.077634961439594,4.282776349614392,58.68817480719797,73.9694087403599,50.9503856041131,50.96915167095115,37.71336760925451,1.1533933161953718
Gregoire Jacq,72.0,180.0,1992-11-09,,0,1,342,195,147,0.5701754385964912,3.9305084745762717,5.254237288135595,63.65423728813559,64.9949152542373,49.196610169491514,49.755932203389825,40.3084745762712,1.0752542372881353
Marc Giner,76.0,183.0,1991-06-18,,1,0,666,406,260,0.6096096096096096,3.036363636363636,4.277272727272728,64.8409090909091,62.15454545454547,44.76363636363636,45.52272727272727,34.62045454545456,0.8559090909090908
Mariano Puerta,78.0,180.0,1978-09-19,1998,0,0,657,382,275,0.5814307458143074,4.916033755274257,2.7510548523206766,64.98185654008438,68.41645569620255,52.537552742616086,49.73949579831932,36.719327731092434,1.0844537815126047
Emil Ruusuvuori,79.0,188.0,1999-04-02,2018,1,1,340,216,124,0.6352941176470588,5.851599999999996,4.781999999999997,65.18280000000007,71.2916,50.96760000000002,51.992000000000004,40.44800000000001,1.2559600000000002
Julian Lenz,82.0,188.0,1993-02-17,,1,1,346,183,163,0.5289017341040463,6.891666666666666,5.544270833333332,59.592187499999994,69.7145833333333,47.80000000000001,49.01250000000002,36.97187500000001,1.042916666666667
Alexander Peya,83.0,183.0,1980-06-27,1998,1,0,643,370,273,0.5754276827371695,5.248360655737704,4.54262295081967,62.03360655737706,68.75655737704919,47.457377049180344,48.406557377049175,35.961475409836076,0.9517213114754097
Luis Horna,82.0,180.0,1980-09-14,1998,1,0,656,368,288,0.5609756097560976,6.420901639344259,3.6155737704918045,67.06680327868855,69.40655737704914,50.343442622950825,49.174590163934425,34.67827868852462,1.0360655737704916
Aleksandre Metreveli,76.0,183.0,1993-08-10,2010,1,1,348,190,158,0.5459770114942529,2.7977777777777777,5.991111111111111,60.40222222222222,62.08222222222222,44.446666666666665,44.73260869565218,33.75652173913044,0.7841304347826087
Reilly Opelka,102.0,211.0,1997-08-28,2015,1,1,332,182,150,0.5481927710843374,22.19534050179213,3.8415770609318995,62.8204301075269,79.80394265232975,55.51577060931898,50.42258064516131,29.453405017921128,1.1070967741935482
Gian Marco Moroni,81.0,185.0,1998-02-13,2018,1,0,339,166,173,0.4896755162241888,3.540725806451614,5.741129032258062,63.445967741935505,67.30725806451612,47.80806451612904,51.14959677419353,42.26693548387094,1.1094758064516115
Alex Kuznetsov,78.0,183.0,1987-02-05,2004,1,1,663,347,316,0.5233785822021116,7.939660056657222,2.628328611898018,62.62719546742209,70.49858356940508,51.5470254957507,50.34929178470256,37.50339943342776,1.1209348441926354
Roko Karanusic,75.0,183.0,1982-09-05,2000,1,1,632,354,278,0.560126582278481,4.35764705882353,2.1364705882352943,61.372941176470604,64.55058823529413,48.43882352941176,46.33882352941177,34.33058823529414,0.8967058823529415
Ronald Slobodchikov,73.0,178.0,1993-12-04,,1,1,330,179,151,0.5424242424242425,2.4297297297297296,6.678378378378376,59.86486486486486,63.03513513513515,43.1918918918919,46.23783783783784,37.143243243243255,0.8689189189189189
Vasile Antonescu,82.0,183.0,1990-03-24,0,1,1,337,165,172,0.4896142433234421,2.9124999999999996,4.8875,57.25,59.650000000000006,47.0375,44.7125,35.15,0.8512500000000001
Thanasi Kokkinakis,84.0,193.0,1996-04-10,2013,1,1,338,197,141,0.5828402366863905,11.997810218978106,3.9186131386861334,59.887226277372285,77.4310218978102,51.79817518248177,52.16569343065694,37.72919708029197,1.272299270072994
Raemon Sluiter,80.0,185.0,1978-04-13,1996,1,1,650,359,291,0.5523076923076923,9.366511627906974,4.318604651162788,58.27395348837208,73.24139534883729,51.12604651162789,49.445116279069765,34.85534883720928,1.0506511627906978
Richard Krajicek,95.0,196.0,1971-12-06,1989,1,0,658,433,225,0.6580547112462006,16.118151815181513,4.419471947194714,57.93217821782176,81.32458745874591,52.06023102310232,52.775907590759026,37.128547854785495,1.3089438943894378
Patrick Rafter,86.0,185.0,1972-12-28,1991,1,0,657,422,235,0.6423135464231354,9.100000000000003,4.413281249999997,61.78984374999998,76.07656249999997,53.07207031250002,52.44433593750002,37.97167968749998,1.2827734374999993
Aaron Krickstein,73.0,183.0,1967-08-02,1983,1,1,657,396,261,0.6027397260273972,5.279828326180259,2.7442060085836895,57.9068669527897,68.9635193133047,51.312446351931364,50.8540772532189,40.01716738197424,1.1558798283261802
Alexandr Dolgopolov,71.0,180.0,1988-11-07,2006,1,1,651,370,281,0.5683563748079877,9.959201773835925,3.5066518847006662,54.54944567627493,75.02150776053215,52.332815964523256,50.690243902439036,37.11286031042129,1.144434589800444
Lars Burgsmuller,73.0,183.0,1975-12-06,1993,1,1,624,302,322,0.483974358974359,5.023012552301252,4.805857740585772,58.30125523012552,67.42426778242677,48.00041841004183,48.17615062761509,36.817573221757335,0.9659414225941428
Mardy Fish,82.0,188.0,1981-12-09,2000,1,1,646,385,261,0.5959752321981424,12.950501002004021,3.7422845691382753,53.825450901803606,77.50380761523043,52.490581162324666,51.36432865731461,37.005210420841706,1.1866132264529061
Jeevan Nedunchezhiyan,69.0,173.0,1988-10-20,2011,0,1,327,198,129,0.6055045871559633,6.539344262295082,5.55901639344262,56.68360655737706,66.24098360655736,49.363934426229505,46.7377049180328,33.59016393442622,0.9727868852459017
Marcelo Rios,73.0,175.0,1975-12-26,1994,0,1,653,436,217,0.667687595712098,6.476481481481485,3.7577777777777763,57.304074074074066,72.15,53.85574074074074,52.28055555555557,40.88777777777776,1.242203703703703
Matwe Middelkoop,85.0,191.0,1983-09-03,2002,1,1,647,367,280,0.5672333848531684,5.088524590163933,3.2934426229508196,61.52868852459017,66.77049180327869,51.27868852459016,48.854918032786884,36.404918032786895,1.0037704918032784
Johan Nikles,68.0,173.0,1997-03-23,,1,1,332,180,152,0.5421686746987951,1.468354430379747,3.9329113924050625,65.50126582278477,60.03291139240507,45.288607594936714,49.255696202531645,43.1379746835443,1.0044303797468352
Mick Lescure,72.0,183.0,1993-06-02,2010,1,1,323,163,160,0.5046439628482973,5.719047619047619,6.814285714285715,48.74761904761905,73.59523809523809,47.62380952380953,51.44285714285714,41.45714285714286,1.1180952380952383
Peter Luczak,77.0,183.0,1979-08-31,2000,1,1,615,341,274,0.5544715447154471,6.414062499999997,3.550000000000001,61.608333333333356,68.43541666666664,50.37031250000001,48.57343749999996,35.22031249999999,0.9840104166666666
Max Mirnyi,93.0,196.0,1977-07-06,1994,1,0,629,326,303,0.5182829888712241,12.10967741935484,4.644470046082949,62.490552995391745,76.17949308755755,51.708294930875574,50.22811059907839,33.62857142857142,1.111797235023041
Gregory Carraz,78.0,191.0,1975-04-09,1993,1,0,615,359,256,0.583739837398374,13.086363636363636,7.827272727272728,59.81931818181818,75.73181818181817,47.2772727272727,48.77840909090908,32.90681818181817,0.9807954545454544
Bobby Reynolds,77.0,183.0,1982-07-17,2003,1,1,641,362,279,0.5647425897035881,9.662539682539691,3.8371428571428585,61.275238095238166,72.79365079365076,50.490158730158726,50.436825396825384,36.859047619047594,1.132126984126983
Franco Squillari,80.0,183.0,1975-08-22,1994,0,0,622,335,287,0.5385852090032154,4.523856209150326,6.048692810457516,57.20555555555556,68.33366013071897,47.41143790849674,49.51862745098039,39.61274509803921,1.0415686274509801
Mariano Zabaleta,77.0,183.0,1978-02-28,1996,1,0,638,319,319,0.5,5.370426065162906,4.4979949874686715,57.19699248120294,69.82756892230577,50.45914786967413,49.86591478696741,38.521804511278184,1.0691729323308279
Andre Sa,79.0,185.0,1977-05-06,1996,1,1,618,324,294,0.5242718446601942,3.3638709677419354,4.533548387096776,59.19032258064515,64.05483870967743,47.30838709677422,47.63290322580645,38.01612903225808,0.9627096774193549
Tim van Rijthoven,88.0,188.0,1997-04-24,2015,1,0,336,210,126,0.625,12.973184357541902,3.348603351955308,63.48826815642459,76.07653631284917,53.62402234636869,50.82681564245812,34.33519553072629,1.191620111731844
Jonathan Mridha,75.0,183.0,1995-04-08,,1,1,337,178,159,0.5281899109792285,5.356140350877192,4.06842105263158,61.17192982456139,66.99122807017542,51.31929824561404,49.7280701754386,38.36666666666668,1.059649122807018
Werner Eschauer,76.0,188.0,1974-04-26,1998,1,1,609,329,280,0.5402298850574713,6.420370370370371,3.7777777777777777,58.05185185185184,67.84444444444446,47.95370370370371,47.166666666666664,34.58333333333332,0.9059259259259261
Ryota Tanuma,64.0,180.0,1995-09-22,,1,1,340,172,168,0.5058823529411764,4.256000000000001,2.9000000000000004,62.744,63.924000000000014,49.54800000000001,46.104,33.192,0.8712000000000001
Aleksandar Vukic,85.0,188.0,1996-04-06,2018,1,1,338,189,149,0.5591715976331361,11.271372549019608,3.430196078431371,56.82117647058828,74.06901960784313,51.113333333333294,50.67137254901963,37.28078431372548,1.1465490196078427
Paradorn Srichaphan,82.0,185.0,1979-06-14,1997,1,0,608,357,251,0.587171052631579,8.28197969543147,4.411421319796955,56.970304568527936,73.25939086294423,52.08197969543147,50.4220812182741,36.60507614213197,1.1162436548223351
Chuhan Wang,75.0,188.0,1992-02-24,,1,1,317,136,181,0.42902208201892744,4.512121212121212,5.031818181818184,59.78939393939394,61.00000000000001,43.43181818181817,44.35909090909091,34.09242424242426,0.7916666666666666
Yusuke Takahashi,68.0,170.0,1997-10-17,2016,1,1,334,179,155,0.5359281437125748,3.9177419354838716,3.834677419354839,56.97661290322582,67.74758064516128,48.19112903225805,48.1725806451613,36.97903225806453,1.0169354838709677
Giovanni Lapentti,91.0,193.0,1983-01-25,2002,1,1,608,321,287,0.5279605263157895,5.496846846846846,4.764864864864864,61.91621621621619,69.64774774774776,49.00675675675672,49.448198198198185,37.287837837837856,1.0768468468468466
Jeroen Vanneste,73.0,183.0,1994-01-17,,1,1,314,176,138,0.5605095541401274,4.330769230769231,6.3961538461538465,57.784615384615385,67.93461538461538,48.034615384615385,49.18461538461539,39.12692307692307,1.0380769230769231
Jose Acasuso,86.0,191.0,1982-10-20,1999,1,0,619,360,259,0.5815831987075929,7.15969773299748,3.742821158690177,54.49521410579343,72.45667506297225,51.23929471032747,50.033753148614565,37.31209068010074,1.1019143576826191
Thomas Fancutt,83.0,188.0,1995-02-25,,1,0,334,173,161,0.5179640718562875,10.844642857142857,6.1625,57.36964285714284,74.2232142857143,47.10535714285714,48.841071428571446,34.521428571428565,1.0498214285714285
Peter Kobelt,91.0,201.0,1990-11-17,,1,0,313,187,126,0.597444089456869,13.943333333333337,5.366666666666666,60.93333333333332,72.46333333333332,50.88666666666666,48.029999999999994,31.37,0.9373333333333335
Karunuday Singh,81.0,180.0,1990-11-19,,1,1,313,164,149,0.5239616613418531,4.527777777777778,4.372222222222222,55.28888888888889,65.49444444444444,50.47222222222223,47.02777777777778,35.23333333333333,0.9188888888888886
Daniele Capecchi,75.0,180.0,1995-10-11,,1,1,334,166,168,0.49700598802395207,2.1399999999999997,6.308000000000001,62.748000000000005,61.772,44.108000000000004,49.24799999999999,43.536,1.0644
Pascal Meis,78.0,180.0,1993-06-11,,0,0,311,152,159,0.4887459807073955,5.0636363636363635,3.9181818181818175,63.04545454545455,66.42727272727272,50.400000000000006,46.018181818181816,29.572727272727274,0.8409090909090909
Michael Venus,86.0,191.0,1987-10-16,2009,1,1,310,154,156,0.4967741935483871,10.1078947368421,4.848245614035088,57.70526315789471,73.60877192982453,51.41315789473682,48.84035087719299,33.806140350877186,1.0807017543859647
Ljubomir Celebic,70.0,175.0,1991-09-15,,0,1,310,165,145,0.532258064516129,5.1000000000000005,4.393333333333334,60.41333333333334,67.31333333333333,54.93999999999999,49.17333333333333,35.34,0.9886666666666667
Guillermo Olaso,74.0,175.0,1988-03-25,2006,1,1,622,379,243,0.6093247588424437,4.194155844155845,5.05974025974026,52.79155844155844,67.87402597402597,48.854545454545466,48.776623376623355,38.572727272727285,1.0224025974025972
Dragos Nicolae Madaras,85.0,191.0,1997-09-12,,0,1,331,193,138,0.5830815709969789,3.61025641025641,4.176923076923077,62.0897435897436,63.6,45.779487179487184,47.430769230769236,37.346153846153854,0.9256410256410257
Luca Margaroli,81.0,183.0,1992-02-15,,1,0,308,101,207,0.32792207792207795,8.093684210526318,4.488421052631581,63.013684210526286,68.63578947368423,48.737234042553226,47.51473684210526,33.801052631578955,0.9497894736842104
Lloyd Glasspool,85.0,191.0,1993-11-19,2015,1,1,307,178,129,0.5798045602605864,11.452799999999996,4.3736,62.45119999999998,73.77839999999998,50.8008,50.53599999999999,35.60480000000001,1.1249599999999995
Louis Wessels,90.0,198.0,1998-08-27,,1,1,334,189,145,0.5658682634730539,6.673684210526318,6.62763157894737,59.98815789473684,65.30131578947366,45.180263157894736,46.182894736842094,34.157333333333334,0.8253947368421053
Petr Michnev,82.0,188.0,1989-08-03,2007,1,1,306,179,127,0.5849673202614379,9.77843137254902,3.8764705882352932,55.109803921568606,71.27058823529411,47.00196078431373,48.772549019607844,36.696078431372534,1.004313725490196
Dusan Lojda,85.0,188.0,1988-03-08,2005,0,1,442,250,192,0.5656108597285068,3.8170068027210893,4.708843537414965,57.86462585034014,65.54013605442177,49.18095238095239,48.942857142857136,39.19863945578233,1.0637333333333332
Oliver Marach,85.0,185.0,1980-07-16,1998,1,0,600,332,268,0.5533333333333333,6.953623188405796,4.421739130434784,56.75652173913044,69.1869565217391,46.974999999999994,47.67101449275362,35.32898550724637,0.970144927536232
Rio Noguchi,63.0,168.0,1998-12-28,,1,1,332,189,143,0.5692771084337349,1.7745098039215679,2.796078431372549,66.77843137254902,62.607843137254896,49.87450980392157,49.411764705882355,40.68627450980393,1.087450980392157
Alvaro Lopez San Martin,70.0,178.0,1997-06-02,,1,1,337,222,115,0.658753709198813,4.242307692307692,4.196153846153846,59.8076923076923,66.75,48.14230769230768,50.057692307692314,41.373076923076916,1.146153846153846
Billy Harris,86.0,193.0,1995-01-25,,1,1,322,178,144,0.5527950310559007,7.612499999999999,4.522500000000001,59.5625,70.89750000000001,48.502500000000005,47.960000000000015,33.417500000000004,0.9489999999999998
Peter Goldsteiner,65.0,173.0,1990-07-31,,1,1,311,114,197,0.3665594855305466,0.27999999999999997,8.379999999999999,62.160000000000004,52.32000000000001,35.72,41.279999999999994,35.5,0.658
Robby Ginepri,79.0,183.0,1982-10-07,2001,1,1,599,316,283,0.5275459098497496,7.0782786885245965,3.0584016393442606,62.29774590163934,69.58852459016396,52.57233606557378,50.39405737704918,37.77028688524587,1.1350819672131147
Alex Rybakov,77.0,185.0,1997-01-27,2019,0,0,305,177,128,0.580327868852459,5.441463414634147,3.200813008130081,68.08861788617884,70.10000000000001,52.85121951219512,51.64146341463415,38.6430894308943,1.225691056910569
Christoph Negritu,83.0,193.0,1994-03-21,,1,1,329,172,157,0.5227963525835866,7.4,3.1399999999999997,52.760000000000005,66.84,46.32,49.4,39.879999999999995,1.008
Fabien Reboul,83.0,185.0,1995-09-09,,1,1,302,156,146,0.5165562913907285,7.34102564102564,4.323076923076923,57.81538461538463,67.59358974358975,48.15641025641027,48.97692307692308,39.15384615384617,1.0629487179487176
Harry Bourchier,78.0,185.0,1996-01-24,,1,1,302,156,146,0.5165562913907285,7.105000000000002,5.386000000000001,61.002999999999986,68.73999999999997,48.77200000000002,47.844000000000015,34.59000000000001,0.9531999999999999
Luke Bambridge,86.0,191.0,1995-01-21,2013,1,1,300,158,142,0.5266666666666666,11.12727272727273,5.402597402597403,54.603896103896105,73.37532467532466,50.75974025974026,49.36363636363636,35.048051948051956,1.0531168831168831
Antal Van Der Duim,80.0,185.0,1987-09-16,,1,1,599,359,240,0.5993322203672788,5.851063829787233,5.017021276595744,58.28936170212768,65.79787234042553,46.77446808510639,47.78510638297873,37.04042553191489,1.015106382978723
Robin Soderling,87.0,193.0,1984-08-14,2001,1,1,600,393,207,0.655,11.54726477024071,3.8227571115973777,61.11378555798682,76.29628008752731,53.00087527352302,52.69299781181622,38.57155361050329,1.2975054704595197
Daniele Bracciali,82.0,178.0,1978-01-10,1995,1,0,578,303,275,0.5242214532871973,8.718888888888891,3.915555555555554,52.933333333333344,72.93444444444445,49.031111111111116,47.322222222222244,32.49888888888888,0.933222222222222
Denis Gremelmayr,73.0,183.0,1981-08-16,2000,0,1,587,328,259,0.5587734241908007,5.617676767676766,3.427272727272729,58.87676767676768,67.9585858585859,51.27070707070706,49.160606060606064,36.92741116751269,1.064595959595959
Tung Lin Wu,81.0,188.0,1998-05-12,2016,1,1,310,172,138,0.5548387096774193,7.228571428571429,3.1119047619047606,64.55476190476189,70.3457142857143,52.06904761904763,50.92190476190477,38.09857142857144,1.1575714285714285
Felipe Meligeni Alves,78.0,185.0,1998-02-19,2016,1,1,318,178,140,0.559748427672956,3.864327485380116,2.5578947368421043,67.85321637426901,65.92514619883038,52.98713450292399,50.1719298245614,38.922222222222224,1.1114035087719292
